Cluster,avg_equity2P,avg_equity3P
601,0.812601,0.653378
602,0.674602,0.477186
603,0.887461,0.792552
604,0.302969,0.219138
605,0.643819,0.428472
606,0.328341,0.171177
607,0.377231,0.294969
608,0.682484,0.581796
609,0.580463,0.385107
610,0.61365,0.407977
611,0.885152,0.786725
612,0.314744,0.145264
613,0.60306,0.418206
614,0.57997,0.368099
615,0.303632,0.163718
616,0.293679,0.153602
617,0.452375,0.256315
618,0.400562,0.25234
619,0.656263,0.558061
620,0.514704,0.330967
621,0.548556,0.418086
622,0.461853,0.304552
623,0.532334,0.367239
624,0.744942,0.57027
625,0.168692,0.0949745
626,0.881077,0.827508
627,0.668101,0.486593
628,0.634105,0.522667
629,0.508774,0.38082
630,0.250184,0.141327
631,0.546373,0.324101
632,0.385595,0.213598
633,0.35217,0.206026
